1571325800.08, 737, 758, 614, 538, 607, 682, 482, 624
1571325800.12, 744, 761, 633, 535, 591, 685, 473, 621
1571325800.15, 747, 767, 653, 530, 575, 688, 468, 615
1571325800.19, 745, 775, 673, 525, 560, 692, 469, 606
1571325800.23, 737, 787, 693, 519, 545, 696, 475, 594
1571325800.26, 725, 800, 711, 513, 532, 700, 487, 581
1571325800.3, 707, 815, 724, 509, 523, 703, 503, 566
1571325800.34, 685, 831, 731, 506, 518, 704, 525, 550
1571325800.37, 674, 839, 704, 522, 541, 690, 537, 542
1571325800.41, 671, 839, 659, 548, 580, 667, 539, 543
1571325800.44, 667, 839, 621, 569, 614, 647, 544, 543
1571325800.48, 661, 839, 587, 587, 645, 630, 551, 543
1571325800.52, 653, 839, 557, 602, 672, 617, 560, 543
1571325800.55, 643, 839, 531, 613, 695, 606, 572, 543
1571325800.59, 631, 840, 509, 620, 714, 599, 586, 542
1571325800.63, 617, 842, 492, 624, 729, 596, 602, 540
1571325800.66, 602, 844, 479, 624, 740, 596, 620, 537
1571325800.7, 587, 848, 471, 620, 746, 600, 639, 533
1571325800.74, 570, 851, 468, 613, 747, 607, 659, 528
1571325800.77, 555, 855, 471, 603, 743, 617, 680, 523
1571325800.81, 541, 859, 478, 590, 734, 629, 699, 517
1571325800.84, 529, 863, 492, 576, 720, 643, 715, 512
1571325800.88, 521, 865, 510, 561, 701, 658, 727, 507
1571325800.92, 517, 866, 532, 545, 678, 674, 732, 506
1571325800.95, 553, 845, 537, 542, 673, 677, 689, 530
1571325800.99, 591, 822, 540, 543, 670, 677, 647, 555
1571325801.03, 624, 804, 546, 543, 666, 677, 610, 575
1571325801.06, 654, 788, 553, 543, 659, 677, 577, 592
1571325801.1, 679, 775, 564, 543, 650, 677, 549, 606
1571325801.14, 701, 766, 576, 543, 639, 678, 524, 616
1571325801.18, 719, 760, 591, 541, 627, 679, 503, 622
1571325801.21, 733, 758, 607, 539, 613, 681, 487, 624
1571325801.25, 742, 759, 626, 536, 598, 683, 476, 623
1571325801.28, 747, 764, 645, 532, 582, 687, 469, 618
1571325801.32, 746, 772, 666, 527, 566, 690, 468, 610
1571325801.36, 741, 782, 686, 521, 550, 694, 472, 599
1571325801.39, 730, 795, 704, 515, 537, 698, 482, 586
1571325801.43, 715, 809, 719, 510, 526, 702, 497, 572
1571325801.47, 694, 825, 729, 507, 519, 704, 516, 556
1571325801.5, 674, 839, 724, 511, 524, 700, 536, 542
1571325801.54, 673, 839, 676, 538, 566, 675, 538, 542
1571325801.58, 669, 839, 635, 561, 602, 654, 542, 543
1571325801.61, 664, 839, 600, 581, 634, 636, 548, 543
1571325801.65, 656, 839, 568, 597, 662, 621, 556, 543
1571325801.68, 647, 839, 541, 609, 686, 610, 567, 543
1571325801.72, 636, 840, 517, 618, 707, 602, 580, 542
1571325801.76, 623, 841, 498, 623, 724, 597, 596, 541
1571325801.79, 608, 843, 483, 624, 736, 596, 613, 538
1571325801.83, 593, 846, 473, 622, 744, 598, 632, 535
1571325801.87, 577, 850, 468, 616, 747, 604, 652, 530
1571325801.9, 561, 854, 469, 607, 745, 613, 672, 525
1571325801.94, 546, 858, 475, 595, 738, 624, 692, 519
1571325801.97, 533, 861, 486, 582, 726, 637, 709, 514
1571325802.01, 523, 864, 502, 567, 709, 652, 723, 509
1571325802.05, 518, 866, 523, 551, 687, 668, 731, 506
1571325802.08, 538, 854, 536, 542, 674, 677, 708, 520
1571325802.13, 577, 831, 539, 543, 672, 677, 663, 546
1571325802.16, 612, 810, 543, 543, 668, 677, 624, 568
1571325802.2, 643, 793, 550, 543, 662, 677, 590, 586
1571325802.23, 670, 779, 559, 543, 654, 677, 559, 601
1571325802.27, 693, 769, 571, 543, 644, 677, 533, 612
1571325802.31, 713, 762, 585, 542, 632, 678, 511, 620
1571325802.34, 728, 758, 601, 540, 618, 680, 493, 624
1571325802.38, 739, 758, 618, 537, 603, 682, 479, 624
1571325802.41, 746, 762, 638, 534, 588, 685, 471, 620
1571325802.45, 747, 768, 658, 529, 572, 689, 468, 613
1571325802.49, 743, 778, 678, 523, 556, 693, 470, 604
1571325802.52, 735, 790, 697, 517, 542, 697, 478, 591
1571325802.56, 721, 803, 714, 512, 530, 700, 490, 578
1571325802.6, 703, 819, 726, 508, 521, 703, 508, 562
1571325802.63, 680, 835, 732, 506, 517, 704, 530, 546
1571325802.67, 673, 839, 693, 528, 550, 684, 537, 542
1571325802.7, 671, 839, 650, 553, 588, 662, 540, 543
1571325802.74, 666, 839, 613, 574, 622, 643, 545, 543
1571325802.78, 659, 839, 580, 591, 651, 627, 553, 543
1571325802.81, 651, 839, 551, 605, 677, 614, 563, 543
1571325802.85, 640, 840, 526, 615, 700, 604, 575, 543
1571325802.89, 628, 841, 505, 621, 718, 598, 589, 542
1571325802.92, 614, 843, 488, 624, 732, 596, 606, 539
1571325802.96, 599, 845, 476, 623, 742, 597, 624, 536
1571325803.0, 583, 848, 470, 618, 746, 601, 644, 532
1571325803.03, 567, 852, 468, 611, 746, 609, 664, 527
1571325803.07, 551, 856, 472, 600, 741, 619, 684, 522
1571325803.1, 538, 860, 481, 587, 731, 632, 703, 516
1571325803.14, 527, 863, 495, 573, 716, 646, 718, 510
1571325803.18, 519, 866, 514, 557, 696, 662, 729, 507
1571325803.21, 521, 864, 536, 542, 674, 677, 728, 508
1571325803.25, 563, 839, 538, 542, 673, 677, 679, 536
1571325803.29, 599, 818, 541, 543, 669, 677, 638, 560
1571325803.32, 631, 800, 547, 543, 664, 677, 602, 580
1571325803.36, 660, 784, 556, 543, 657, 677, 570, 596
1571325803.4, 685, 773, 566, 543, 648, 677, 543, 608
1571325803.43, 706, 764, 579, 542, 636, 678, 519, 617
1571325803.47, 723, 759, 594, 541, 624, 679, 499, 623
1571325803.5, 736, 758, 611, 539, 609, 681, 484, 624
1571325803.54, 744, 760, 630, 535, 594, 684, 474, 622
1571325803.58, 747, 765, 650, 531, 578, 687, 469, 616
1571325803.61, 745, 774, 670, 525, 562, 691, 469, 608
1571325803.65, 739, 785, 690, 520, 547, 695, 474, 596
1571325803.69, 727, 798, 708, 514, 534, 699, 485, 583
1571325803.72, 710, 813, 722, 509, 524, 702, 501, 568
1571325803.76, 689, 829, 731, 506, 518, 704, 521, 552
1571325803.8, 674, 839, 712, 518, 534, 694, 536, 542
1571325803.83, 672, 839, 666, 544, 574, 670, 538, 543
1571325803.87, 668, 839, 627, 566, 609, 650, 543, 543
1571325803.9, 662, 839, 592, 585, 640, 633, 549, 543
1571325803.94, 654, 839, 561, 600, 668, 618, 559, 543
1571325803.98, 644, 839, 535, 612, 692, 608, 570, 543
1571325804.01, 633, 840, 512, 619, 711, 600, 584, 542
1571325804.05, 619, 842, 494, 624, 727, 596, 599, 540
1571325804.09, 605, 844, 480, 624, 739, 596, 617, 538
1571325804.12, 589, 847, 472, 621, 745, 599, 636, 534
1571325804.16, 573, 851, 468, 614, 747, 606, 656, 529
1571325804.2, 557, 854, 470, 604, 744, 615, 677, 524
1571325804.23, 543, 859, 477, 592, 736, 627, 696, 518
1571325804.27, 530, 862, 489, 579, 722, 640, 713, 512
1571325804.3, 522, 865, 506, 563, 704, 656, 726, 508
1571325804.34, 517, 866, 529, 547, 682, 672, 732, 506
1571325804.38, 547, 848, 537, 542, 673, 677, 697, 526
1571325804.41, 586, 826, 539, 543, 671, 677, 653, 551
1571325804.45, 619, 806, 545, 543, 666, 677, 615, 572
1571325804.49, 649, 790, 552, 543, 660, 677, 582, 590
1571325804.52, 676, 777, 562, 543, 651, 677, 553, 604
1571325804.56, 698, 767, 574, 543, 641, 677, 527, 614
1571325804.6, 717, 761, 588, 542, 629, 679, 506, 621
1571325804.63, 731, 758, 605, 540, 615, 680, 489, 624
1571325804.67, 741, 759, 623, 537, 600, 683, 477, 623
1571325804.7, 746, 763, 642, 533, 584, 686, 470, 619
1571325804.74, 747, 770, 662, 528, 568, 690, 468, 611
1571325804.78, 742, 780, 683, 522, 553, 694, 471, 601
1571325804.81, 732, 793, 701, 516, 539, 698, 480, 588
1571325804.85, 717, 807, 717, 511, 527, 701, 494, 574
1571325804.89, 698, 822, 728, 507, 520, 703, 513, 559
1571325804.92, 674, 839, 732, 506, 517, 704, 536, 542
1571325804.96, 673, 839, 682, 534, 560, 679, 537, 542
1571325805.0, 670, 839, 641, 558, 596, 657, 541, 543
1571325805.03, 665, 839, 605, 578, 629, 639, 547, 543
1571325805.07, 657, 839, 573, 595, 658, 624, 555, 543
1571325805.1, 648, 839, 545, 608, 683, 611, 565, 543
1571325805.14, 637, 840, 520, 617, 704, 603, 578, 543
1571325805.18, 625, 841, 500, 622, 722, 597, 593, 541
1571325805.21, 610, 843, 485, 624, 735, 596, 610, 539
1571325805.25, 595, 846, 474, 622, 743, 598, 629, 535
1571325805.29, 579, 849, 469, 617, 747, 603, 648, 531
1571325805.32, 563, 853, 468, 608, 746, 611, 669, 526
1571325805.36, 548, 857, 474, 597, 739, 622, 689, 520
1571325805.4, 535, 861, 484, 584, 728, 635, 707, 514
1571325805.43, 525, 864, 499, 569, 712, 650, 721, 509
1571325805.47, 518, 866, 520, 554, 691, 665, 730, 506
1571325805.5, 531, 858, 536, 542, 674, 677, 716, 515
1571325805.54, 571, 834, 538, 543, 672, 677, 669, 542
1571325805.58, 607, 813, 542, 543, 668, 677, 629, 565
1571325805.61, 638, 796, 549, 543, 663, 677, 595, 584
1571325805.65, 666, 781, 558, 543, 655, 677, 564, 599
1571325805.69, 690, 770, 569, 543, 645, 677, 537, 611
1571325805.72, 710, 763, 582, 542, 634, 678, 514, 619
1571325805.76, 726, 759, 598, 541, 620, 680, 495, 623
1571325805.8, 738, 758, 616, 538, 606, 682, 481, 624
1571325805.83, 745, 761, 635, 534, 590, 685, 472, 621
1571325805.87, 747, 767, 655, 530, 574, 688, 468, 615
1571325805.9, 744, 776, 675, 524, 558, 692, 469, 605
1571325805.94, 736, 788, 694, 518, 544, 696, 476, 593
1571325805.98, 724, 801, 712, 513, 531, 700, 488, 580
1571325806.01, 706, 816, 725, 508, 522, 703, 505, 565
1571325806.05, 684, 832, 732, 506, 518, 704, 527, 549
1571325806.09, 673, 839, 700, 524, 544, 688, 537, 542
1571325806.12, 671, 839, 656, 550, 583, 665, 539, 543
1571325806.16, 667, 839, 618, 571, 617, 646, 544, 543
1571325806.2, 660, 839, 585, 589, 647, 629, 551, 543
1571325806.23, 652, 839, 555, 603, 674, 616, 561, 543
1571325806.27, 642, 839, 529, 614, 697, 606, 573, 543
1571325806.3, 630, 841, 508, 621, 715, 599, 587, 542
1571325806.34, 616, 842, 490, 624, 730, 596, 603, 540
1571325806.38, 601, 845, 478, 623, 740, 597, 621, 537
1571325806.41, 585, 848, 470, 619, 746, 601, 641, 533
1571325806.45, 569, 851, 468, 612, 747, 608, 661, 528
1571325806.49, 554, 855, 471, 602, 742, 618, 681, 522
1571325806.52, 540, 859, 479, 589, 733, 630, 700, 517
1571325806.56, 528, 863, 493, 575, 719, 644, 716, 511
1571325806.6, 520, 865, 511, 560, 699, 659, 728, 507
1571325806.63, 517, 866, 534, 544, 676, 676, 732, 506
1571325806.67, 557, 843, 537, 542, 673, 677, 686, 532
1571325806.7, 594, 821, 540, 543, 670, 677, 644, 557
1571325806.74, 627, 802, 546, 543, 665, 677, 607, 577
1571325806.78, 656, 787, 554, 543, 658, 677, 575, 593
1571325806.81, 681, 774, 564, 543, 649, 677, 547, 607
1571325806.85, 703, 765, 577, 543, 638, 678, 522, 616
1571325806.89, 720, 760, 592, 541, 626, 679, 502, 622
1571325806.92, 734, 758, 609, 539, 612, 681, 486, 624
1571325806.96, 743, 759, 627, 536, 596, 684, 475, 623
1571325806.99, 747, 764, 647, 531, 580, 687, 469, 617
1571325807.03, 746, 772, 667, 526, 564, 691, 468, 609
1571325807.07, 740, 783, 687, 521, 549, 695, 473, 598
1571325807.1, 729, 796, 705, 515, 536, 699, 483, 585
1571325807.14, 713, 810, 720, 510, 525, 702, 498, 571
1571325807.18, 693, 826, 730, 506, 519, 704, 518, 555
1571325807.21, 674, 839, 720, 513, 528, 698, 536, 542
1571325807.25, 672, 839, 672, 540, 568, 674, 538, 543
1571325807.29, 669, 839, 632, 563, 604, 653, 542, 543
1571325807.32, 663, 839, 597, 582, 636, 635, 548, 543
1571325807.36, 656, 839, 566, 598, 664, 620, 557, 543
1571325807.39, 646, 839, 539, 610, 688, 609, 568, 543
1571325807.43, 635, 840, 515, 618, 709, 601, 581, 542
1571325807.47, 621, 842, 496, 623, 725, 597, 597, 541
1571325807.5, 607, 844, 482, 624, 737, 596, 614, 538
1571325807.54, 591, 847, 473, 621, 744, 599, 633, 535
1571325807.58, 575, 850, 468, 615, 747, 605, 653, 530
1571325807.61, 560, 854, 469, 606, 745, 613, 673, 525
1571325807.65, 545, 858, 475, 594, 737, 625, 693, 519
1571325807.69, 532, 862, 487, 581, 725, 638, 711, 513
1571325807.73, 523, 865, 504, 566, 707, 653, 724, 509
1571325807.76, 518, 866, 525, 550, 685, 669, 731, 506
1571325807.8, 541, 852, 537, 542, 674, 677, 704, 522
1571325807.83, 580, 829, 539, 543, 671, 677, 659, 548
1571325807.87, 614, 809, 544, 543, 667, 677, 621, 569
1571325807.91, 645, 792, 551, 543, 661, 677, 587, 587
1571325807.94, 672, 779, 560, 543, 653, 677, 557, 602
1571325807.98, 695, 768, 572, 543, 643, 677, 531, 613
1571325808.02, 714, 761, 586, 542, 631, 678, 509, 620
1571325808.05, 729, 758, 602, 540, 617, 680, 492, 624
1571325808.09, 740, 758, 620, 537, 602, 682, 479, 624
1571325808.13, 746, 762, 639, 533, 587, 686, 471, 620
1571325808.16, 747, 769, 659, 528, 570, 689, 468, 613
1571325808.2, 743, 779, 680, 523, 555, 693, 471, 603
1571325808.24, 734, 791, 699, 517, 541, 697, 478, 590
1571325808.27, 720, 805, 715, 512, 529, 701, 492, 576
1571325808.31, 701, 820, 727, 507, 521, 703, 510, 561
1571325808.34, 678, 836, 732, 506, 517, 704, 532, 545
1571325808.38, 673, 839, 689, 530, 554, 683, 537, 542
1571325808.42, 670, 839, 647, 555, 591, 660, 540, 543
1571325808.45, 666, 839, 610, 575, 624, 642, 546, 543
1571325808.49, 659, 839, 577, 592, 654, 626, 553, 543
1571325808.53, 650, 839, 549, 606, 679, 613, 564, 543
1571325808.56, 639, 840, 524, 616, 701, 604, 576, 543
1571325808.6, 627, 841, 503, 622, 719, 598, 591, 541
1571325808.63, 613, 843, 487, 624, 733, 596, 607, 539
1571325808.67, 598, 845, 476, 623, 742, 597, 626, 536
1571325808.71, 582, 849, 469, 618, 747, 602, 645, 532
1571325808.74, 566, 852, 468, 610, 746, 610, 666, 527
1571325808.78, 550, 856, 472, 599, 741, 620, 686, 521
1571325808.82, 537, 860, 482, 586, 730, 633, 704, 515
1571325808.85, 526, 864, 497, 572, 715, 647, 719, 510
1571325808.89, 519, 866, 516, 556, 694, 663, 729, 507
1571325808.93, 524, 862, 536, 542, 674, 677, 724, 511
1571325808.96, 566, 837, 538, 542, 673, 677, 676, 538
1571325809.0, 602, 816, 542, 543, 669, 677, 635, 561
1571325809.03, 634, 798, 548, 543, 664, 677, 600, 581
1571325809.07, 662, 783, 556, 543, 656, 677, 568, 597
1571325809.11, 686, 772, 567, 543, 647, 677, 541, 609
1571325809.14, 707, 764, 580, 542, 636, 678, 517, 618
1571325809.18, 724, 759, 596, 541, 623, 679, 498, 623
1571325809.22, 736, 758, 613, 538, 608, 681, 483, 624
1571325809.25, 744, 760, 632, 535, 593, 684, 473, 622
1571325809.29, 747, 766, 652, 530, 577, 688, 468, 616
1571325809.32, 745, 775, 672, 525, 561, 692, 469, 607
1571325809.36, 738, 786, 692, 519, 546, 696, 475, 595
1571325809.4, 726, 799, 709, 514, 533, 699, 486, 582
1571325809.43, 709, 814, 723, 509, 523, 702, 502, 567
1571325809.47, 687, 830, 731, 506, 518, 704, 523, 551
1571325809.51, 674, 839, 708, 520, 538, 692, 536, 542
1571325809.54, 672, 839, 663, 546, 577, 669, 539, 543
1571325809.58, 668, 839, 624, 568, 612, 648, 543, 543
1571325809.62, 662, 839, 589, 586, 643, 631, 550, 543
1571325809.65, 654, 839, 559, 601, 670, 617, 559, 543
1571325809.69, 644, 839, 533, 612, 693, 607, 571, 543
1571325809.72, 632, 840, 511, 620, 713, 600, 585, 542
1571325809.76, 618, 842, 493, 624, 728, 596, 601, 540
1571325809.8, 603, 844, 479, 624, 739, 596, 618, 537
1571325809.83, 588, 847, 471, 620, 746, 600, 638, 534
1571325809.87, 572, 851, 468, 613, 747, 606, 658, 529
1571325809.91, 556, 855, 470, 604, 743, 616, 678, 523
1571325809.94, 542, 859, 478, 591, 735, 628, 697, 517
1571325809.98, 530, 862, 490, 578, 721, 641, 714, 512
1571325810.02, 521, 865, 508, 562, 703, 657, 726, 508
1571325810.05, 517, 866, 530, 546, 680, 673, 732, 506
1571325810.09, 550, 846, 537, 542, 673, 677, 693, 528
1571325810.12, 588, 824, 540, 543, 671, 677, 650, 553
1571325810.16, 622, 805, 545, 543, 666, 677, 613, 574
1571325810.2, 651, 789, 553, 543, 659, 677, 580, 591
